location,event_year,route,causal,reason,value
"Las Palmas, Spain",2006,Western African Route,drowning or exhaustion related death,died from dehydration,3
"Las Palmas, Spain",2006,Western African Route,drowning or exhaustion related death,drowned,7
"Las Palmas, Spain",2006,Western African Route,drowning or exhaustion related death,heat exhaustion,2
"Las Palmas, Spain",2006,Western African Route,drowning or exhaustion related death,hypothermia,2
"Las Palmas, Spain",2006,Western African Route,drowning or exhaustion related death,hypothermia and dehydration,3
"Las Palmas, Spain",2006,Western African Route,drowning or exhaustion related death,starved,2
"Las Palmas, Spain",2006,Western African Route,unknown - supposedly exhaustion related death,unknown,8
"Las Palmas, Spain",2007,Western African Route,drowning or exhaustion related death,drowned,52
"Las Palmas, Spain",2007,Western African Route,drowning or exhaustion related death,starved,14
"Las Palmas, Spain",2007,Western African Route,unknown - supposedly exhaustion related death,unknown,26
"Las Palmas, Spain",2008,Western African Route,drowning or exhaustion related death,drowned,1
"Las Palmas, Spain",2008,Western African Route,drowning or exhaustion related death,heart failure,2
"Las Palmas, Spain",2008,Western African Route,drowning or exhaustion related death,hypothermia,3
"Las Palmas, Spain",2008,Western African Route,drowning or exhaustion related death,hypothermia and dehydration,5
"Las Palmas, Spain",2008,Western African Route,drowning or exhaustion related death,starved,13
"Las Palmas, Spain",2008,Western African Route,unknown - supposedly exhaustion related death,unknown,52
"Las Palmas, Spain",2009,Western African Route,drowning or exhaustion related death,died from dehydration,3
"Las Palmas, Spain",2009,Western African Route,drowning or exhaustion related death,drowned,25
"Las Palmas, Spain",2009,Western African Route,drowning or exhaustion related death,heart failure,1
"Las Palmas, Spain",2009,Western African Route,unknown - supposedly exhaustion related death,unknown,3
"Las Palmas, Spain",2012,Western African Route,drowning or exhaustion related death,drowned,1
"Las Palmas, Spain",2015,Western African Route,drowning or exhaustion related death,drowned,12
Libya,2002,Central Mediterranean Route,drowning or exhaustion related death,drowned,68
Libya,2003,Central Mediterranean Route,drowning or exhaustion related death,died from dehydration,200
Libya,2003,Central Mediterranean Route,drowning or exhaustion related death,drowned,22
Libya,2003,Central Mediterranean Route,drowning or exhaustion related death,starved,50
Libya,2004,Central Mediterranean Route,drowning or exhaustion related death,drowned,56
Libya,2004,Central Mediterranean Route,drowning or exhaustion related death,hypothermia,1
Libya,2004,Central Mediterranean Route,drowning or exhaustion related death,starved,1
Libya,2004,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,5
Libya,2005,Central Mediterranean Route,drowning or exhaustion related death,drowned,35
Libya,2006,Central Mediterranean Route,authorities related death,shot by the police,2
Libya,2006,Central Mediterranean Route,drowning or exhaustion related death,drowned,9
Libya,2007,Central Mediterranean Route,drowning or exhaustion related death,drowned,34
Libya,2007,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,25
Libya,2008,Central Mediterranean Route,drowning or exhaustion related death,drowned,92
Libya,2008,Central Mediterranean Route,drowning or exhaustion related death,starved,49
Libya,2008,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,100
Libya,2009,Central Mediterranean Route,drowning or exhaustion related death,drowned,1100
Libya,2009,Central Mediterranean Route,drowning or exhaustion related death,starved,11
Libya,2010,Central Mediterranean Route,malicious intent related death / manslaughter,executed,20
Libya,2011,Central Mediterranean Route,drowning or exhaustion related death,drowned,1332
Libya,2011,Central Mediterranean Route,drowning or exhaustion related death,starved,63
Libya,2012,Central Mediterranean Route,drowning or exhaustion related death,died from dehydration,10
Libya,2012,Central Mediterranean Route,drowning or exhaustion related death,drowned,155
Libya,2012,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,56
Libya,2013,Central Mediterranean Route,drowning or exhaustion related death,exhaustion,62
Libya,2014,Central Mediterranean Route,drowning or exhaustion related death,asphyxiated,3
Libya,2014,Central Mediterranean Route,drowning or exhaustion related death,drowned,1429
Libya,2014,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,288
Libya,2014,Central Mediterranean Route,drowning or exhaustion related death,drowned,218
Libya,2014,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,4
Libya,2015,Central European Route,unknown - supposedly exhaustion related death,unknown,82
Libya,2015,Central Mediterranean Route,drowning or exhaustion related death,drowned,750
Libya,2015,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,53
Libya,2015,Central Mediterranean Route,drowning or exhaustion related death,drowned,1210
Libya,2015,Central Mediterranean Route,drowning or exhaustion related death,heart failure,1
Libya,2015,Central Mediterranean Route,malicious intent related death / manslaughter,shot,1
Libya,2015,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,589
Libya,2015,Central Mediterranean Route,"violent accidental death (transport, blown in minefield, etc)",burned,1
Libya,2015,Eastern Mediterranean Route,unknown - supposedly exhaustion related death,unknown,6
Libya,2015,Western Mediterranean Route,unknown - supposedly exhaustion related death,unknown,7
Linosa,2005,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,2
Linosa,2008,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,1
Linosa,2011,Central Mediterranean Route,drowning or exhaustion related death,drowned,1
Linosa,2012,Central Mediterranean Route,drowning or exhaustion related death,drowned,1
Lithuania,2006,Eastern Borders Route,suicide,suicide - other,1
Macedonia,2015,Western Balkan Route,"violent accidental death (transport, blown in minefield, etc)",run over by a train,14
Malta,2003,Central Mediterranean Route,suicide,suicide - hanged,1
Malta,2004,Central Mediterranean Route,drowning or exhaustion related death,drowned,24
Malta,2004,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,1
Malta,2005,Central Mediterranean Route,drowning or exhaustion related death,drowned,60
Malta,2005,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,7
Malta,2006,Central Mediterranean Route,drowning or exhaustion related death,drowned,43
Malta,2006,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,49
Malta,2007,Central Mediterranean Route,drowning or exhaustion related death,drowned,118
Malta,2007,Central Mediterranean Route,drowning or exhaustion related death,starved,2
Malta,2007,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,125
Malta,2008,Central Mediterranean Route,drowning or exhaustion related death,died of suddent infant death,1
Malta,2008,Central Mediterranean Route,drowning or exhaustion related death,drowned,178
Malta,2008,Central Mediterranean Route,drowning or exhaustion related death,lack of medical care,1
Malta,2008,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,92
Malta,2009,Central Mediterranean Route,drowning or exhaustion related death,drowned,1
Malta,2011,Central Mediterranean Route,authorities related death,police violence,1
Malta,2011,Central Mediterranean Route,drowning or exhaustion related death,starved,1
Malta,2011,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,7
Malta,2012,Central Mediterranean Route,drowning or exhaustion related death,drowned,2
Malta,2012,Central Mediterranean Route,drowning or exhaustion related death,starved,7
Malta,2012,Central Mediterranean Route,malicious intent related death / manslaughter,died (presumably) from ill treatments,1
Malta,2012,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,7
Malta,2013,Central Mediterranean Route,drowning or exhaustion related death,drowned,31
Malta,2014,Central Mediterranean Route,drowning or exhaustion related death,drowned,507
Malta,2014,Central Mediterranean Route,"violent accidental death (transport, blown in minefield, etc)",crushed,10
Malta,2015,Central Mediterranean Route,drowning or exhaustion related death,drowned or thirst,21
Mauritania,2005,Western African Route,drowning or exhaustion related death,drowned,30
Mauritania,2006,Western African Route,drowning or exhaustion related death,died from dehydration,20
Mauritania,2006,Western African Route,drowning or exhaustion related death,drowned,158
Mauritania,2006,Western African Route,drowning or exhaustion related death,starved,75
Mauritania,2006,Western African Route,unknown - supposedly exhaustion related death,unknown,3
Mauritania,2007,Western African Route,suicide,suicide - jumped in water,10
Mauritania,2007,Western African Route,unknown - supposedly exhaustion related death,unknown,73
Mauritania,2009,Western African Route,drowning or exhaustion related death,drowned,1
Mediterranean Sea,2004,Western Mediterranean Route,drowning or exhaustion related death,drowned,1
Mediterranean Sea,2006,Western Mediterranean Route,drowning or exhaustion related death,drowned,1
Mediterranean Sea,2007,Central Mediterranean Route,drowning or exhaustion related death,drowned,30
Mediterranean Sea,2014,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,2
Morocco,2000,Western African Route,unknown - supposedly exhaustion related death,unknown,12
Morocco,2000,Western Mediterranean Route,drowning or exhaustion related death,drowned,58
Morocco,2001,Western Mediterranean Route,drowning or exhaustion related death,drowned,55
Morocco,2001,Western Mediterranean Route,unknown - supposedly exhaustion related death,unknown,1
Morocco,2002,Western African Route,drowning or exhaustion related death,drowned,32
Morocco,2002,Western Mediterranean Route,drowning or exhaustion related death,asphyxiated,2
Morocco,2002,Western Mediterranean Route,drowning or exhaustion related death,drowned,19
Morocco,2002,Western Mediterranean Route,drowning or exhaustion related death,hypothermia,8
Morocco,2002,Western Mediterranean Route,unknown - supposedly exhaustion related death,unknown,73
Morocco,2003,Western African Route,drowning or exhaustion related death,drowned,25
Morocco,2003,Western Mediterranean Route,authorities related death,shot by the police,1
Morocco,2003,Western Mediterranean Route,drowning or exhaustion related death,drowned,71
Morocco,2004,Central Mediterranean Route,drowning or exhaustion related death,drowned,1
Morocco,2004,Western African Route,drowning or exhaustion related death,drowned,29
Morocco,2004,Western African Route,unknown - supposedly exhaustion related death,unknown,46
Morocco,2004,Western Mediterranean Route,drowning or exhaustion related death,asphyxiated,1
Morocco,2004,Western Mediterranean Route,drowning or exhaustion related death,drowned,12
Morocco,2004,Western Mediterranean Route,suicide,suicide - jumped in water,1
Morocco,2004,Western Mediterranean Route,unknown - supposedly exhaustion related death,unknown,21
Morocco,2005,Western African Route,drowning or exhaustion related death,drowned,103
Morocco,2005,Western African Route,unknown - supposedly exhaustion related death,unknown,11
Morocco,2005,Western Mediterranean Route,authorities related death,shot by the police,1
Morocco,2005,Western Mediterranean Route,drowning or exhaustion related death,asphyxiated,3
Morocco,2005,Western Mediterranean Route,drowning or exhaustion related death,drowned,65
Morocco,2005,Western Mediterranean Route,drowning or exhaustion related death,starved,11
Morocco,2006,Western African Route,drowning or exhaustion related death,drowned,142
Morocco,2006,Western African Route,unknown - supposedly exhaustion related death,unknown,23
Morocco,2006,Western Mediterranean Route,drowning or exhaustion related death,died of kidney failure,1
Morocco,2006,Western Mediterranean Route,drowning or exhaustion related death,drowned,75
Morocco,2006,Western Mediterranean Route,drowning or exhaustion related death,starved,5
Morocco,2006,Western Mediterranean Route,unknown - supposedly exhaustion related death,unknown,16
Morocco,2007,Western African Route,drowning or exhaustion related death,drowned,50
Morocco,2007,Western African Route,unknown - supposedly exhaustion related death,unknown,92
Morocco,2007,Western Mediterranean Route,drowning or exhaustion related death,died of kidney failure,1
Morocco,2007,Western Mediterranean Route,drowning or exhaustion related death,drowned,49
Morocco,2008,Western African Route,drowning or exhaustion related death,drowned,8
Morocco,2008,Western African Route,drowning or exhaustion related death,starved,6
Morocco,2008,Western African Route,unknown - supposedly exhaustion related death,unknown,24
Morocco,2008,Western Mediterranean Route,drowning or exhaustion related death,drowned,86
Morocco,2008,Western Mediterranean Route,drowning or exhaustion related death,starved,7
Morocco,2008,Western Mediterranean Route,malicious intent related death / manslaughter,died (presumably) from ill treatments,7
Morocco,2008,Western Mediterranean Route,unknown - supposedly exhaustion related death,unknown,49
Morocco,2008,Western Mediterranean Route,"violent accidental death (transport, blown in minefield, etc)",car accident,1
Morocco,2009,Western Mediterranean Route,drowning or exhaustion related death,frozen,1
Morocco,2009,Western Mediterranean Route,unknown - supposedly exhaustion related death,unknown,2
Morocco,2010,Western Mediterranean Route,drowning or exhaustion related death,drowned,40
Morocco,2011,Central Mediterranean Route,drowning or exhaustion related death,died from dehydration,2
Morocco,2011,Central Mediterranean Route,drowning or exhaustion related death,drowned,1
Morocco,2012,Central Mediterranean Route,drowning or exhaustion related death,died from dehydration,2
Morocco,2012,Western Mediterranean Route,drowning or exhaustion related death,drowned,143
Morocco,2013,Western Mediterranean Route,drowning or exhaustion related death,drowned,10
Morocco,2013,Western Mediterranean Route,"violent accidental death (transport, blown in minefield, etc)",fall,1
Morocco,2014,Central Mediterranean Route,drowning or exhaustion related death,drowned,8
Morocco,2014,Western Mediterranean Route,unknown - supposedly exhaustion related death,unknown,11
Morocco,2015,Western Mediterranean Route,drowning or exhaustion related death,drowned,8
Morocco,2015,Western Mediterranean Route,malicious intent related death / manslaughter,stabbed,1
Niger,2008,Central Mediterranean Route,drowning or exhaustion related death,drowned,1
Niger,2015,Central European Route,drowning or exhaustion related death,died from dehydration,18
Niger,2015,Central Mediterranean Route,drowning or exhaustion related death,exhaustion,18
Niger,2015,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,30
Pantelleria,2001,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,1
Pantelleria,2003,Central Mediterranean Route,drowning or exhaustion related death,hypothermia,1
Pantelleria,2003,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,1
Pantelleria,2004,Central Mediterranean Route,drowning or exhaustion related death,drowned,6
Pantelleria,2007,Central Mediterranean Route,drowning or exhaustion related death,drowned,1
Pantelleria,2007,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,3
Pantelleria,2009,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,1
Pantelleria,2011,Central Mediterranean Route,drowning or exhaustion related death,drowned,21
Poland,2015,Western Balkan Route,"violent accidental death (transport, blown in minefield, etc)",run over by a car,1
Portugal,2004,Western Mediterranean Route,"violent accidental death (transport, blown in minefield, etc)",fall,1
Romania,2001,Western Balkan Route,"violent accidental death (transport, blown in minefield, etc)",car accident,3
Sardinia,2000,Central Mediterranean Route,drowning or exhaustion related death,drowned,5
Sardinia,2002,Central Mediterranean Route,drowning or exhaustion related death,drowned,36
Sardinia,2003,Central Mediterranean Route,drowning or exhaustion related death,drowned,9
Sardinia,2004,Central Mediterranean Route,drowning or exhaustion related death,drowned,15
Sardinia,2006,Central Mediterranean Route,drowning or exhaustion related death,drowned,33
Sardinia,2007,Central Mediterranean Route,drowning or exhaustion related death,drowned,1
Sardinia,2007,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,5
Sardinia,2008,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,44
Sardinia,2009,Central Mediterranean Route,drowning or exhaustion related death,drowned,1
Sardinia,2010,Central Mediterranean Route,drowning or exhaustion related death,drowned,7
Sardinia,2011,Central Mediterranean Route,suicide,suicide - hanged,1
Sardinia,2011,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,3
Sardinia,2015,Central European Route,unknown - supposedly exhaustion related death,unknown,4
Senegal,2006,Western African Route,drowning or exhaustion related death,drowned,34
Senegal,2006,Western African Route,unknown - supposedly exhaustion related death,unknown,7
Senegal,2007,Western African Route,drowning or exhaustion related death,drowned,160
Senegal,2007,Western African Route,drowning or exhaustion related death,starved,92
Senegal,2007,Western African Route,unknown - supposedly exhaustion related death,unknown,213
Senegal,2009,Western African Route,drowning or exhaustion related death,drowned,4
Serbia,2015,Western Balkan Route,"violent accidental death (transport, blown in minefield, etc)",car accident,1
Sicily,2000,Central Mediterranean Route,malicious intent related death / manslaughter,burned or asphyxiated due to arson attack,4
Sicily,2001,Central Mediterranean Route,drowning or exhaustion related death,drowned,4
Sicily,2002,Central Mediterranean Route,drowning or exhaustion related death,drowned,25
Sicily,2003,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,9
Sicily,2004,Central Mediterranean Route,drowning or exhaustion related death,starved,26
Sicily,2004,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,71
Sicily,2005,Central Mediterranean Route,drowning or exhaustion related death,drowned,30
Sicily,2005,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,153
Sicily,2006,Central Mediterranean Route,drowning or exhaustion related death,drowned,1
Sicily,2006,Central Mediterranean Route,drowning or exhaustion related death,starved,17
Sicily,2007,Central Mediterranean Route,drowning or exhaustion related death,drowned,24
Sicily,2008,Central Mediterranean Route,drowning or exhaustion related death,drowned,13
Sicily,2008,Central Mediterranean Route,drowning or exhaustion related death,starved,2
Sicily,2009,Central Mediterranean Route,drowning or exhaustion related death,drowned,1
Sicily,2009,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,11
Sicily,2011,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,1
Sicily,2012,Central Mediterranean Route,drowning or exhaustion related death,drowned,6
Sicily,2013,Central Mediterranean Route,drowning or exhaustion related death,drowned,1
Sicily,2014,Central Mediterranean Route,drowning or exhaustion related death,asphyxiated,75
Sicily,2014,Central Mediterranean Route,drowning or exhaustion related death,suffocated or drowned,45
Sicily,2014,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,1
Sicily,2015,Central European Route,drowning or exhaustion related death,drowned,12
Sicily,2015,Central Mediterranean Route,drowning or exhaustion related death,drowned,50
Sicily,2015,Central Mediterranean Route,drowning or exhaustion related death,drowned,40
Slovakia,2003,Eastern Borders Route,drowning or exhaustion related death,hypothermia,1
Slovakia,2003,Eastern Borders Route,unknown - supposedly exhaustion related death,unknown,1
Slovakia,2005,Eastern Borders Route,drowning or exhaustion related death,hypothermia,3
Slovenia,2003,Western Balkan Route,drowning or exhaustion related death,asphyxiated,1
Southern Adriatic,2001,Apulia and Calabria Route,drowning or exhaustion related death,drowned,3
Spain,2000,Western Mediterranean Route,authorities related death,shot by the police,1
Spain,2000,Western Mediterranean Route,drowning or exhaustion related death,drowned,198
Spain,2000,Western Mediterranean Route,drowning or exhaustion related death,hypothermia,1
Spain,2000,Western Mediterranean Route,unknown - supposedly exhaustion related death,unknown,42
Spain,2000,Western Mediterranean Route,"violent accidental death (transport, blown in minefield, etc)",car accident,3
Spain,2000,Western Mediterranean Route,"violent accidental death (transport, blown in minefield, etc)",crushed,8
Spain,2000,Western Mediterranean Route,"violent accidental death (transport, blown in minefield, etc)",fall,1
Spain,2000,Western Mediterranean Route,"violent accidental death (transport, blown in minefield, etc)",run over by a truck,3
Spain,2001,Western Mediterranean Route,drowning or exhaustion related death,asphyxiated,6
Spain,2001,Western Mediterranean Route,drowning or exhaustion related death,drowned,130
Spain,2001,Western Mediterranean Route,malicious intent related death / manslaughter,murdered,1
Spain,2001,Western Mediterranean Route,suicide,suicide - hanged,1
Spain,2001,Western Mediterranean Route,unknown - supposedly exhaustion related death,unknown,19
Spain,2001,Western Mediterranean Route,"violent accidental death (transport, blown in minefield, etc)",car accident,13
Spain,2001,Western Mediterranean Route,"violent accidental death (transport, blown in minefield, etc)",fall,1
Spain,2002,Western Mediterranean Route,drowning or exhaustion related death,asphyxiated,17
Spain,2002,Western Mediterranean Route,drowning or exhaustion related death,drowned,100
Spain,2002,Western Mediterranean Route,suicide,suicide - hanged,1
Spain,2002,Western Mediterranean Route,unknown - supposedly exhaustion related death,unknown,32
Spain,2002,Western Mediterranean Route,"violent accidental death (transport, blown in minefield, etc)",fall,1
Spain,2003,Western Mediterranean Route,authorities related death,shot by the police,1
Spain,2003,Western Mediterranean Route,drowning or exhaustion related death,asphyxiated,12
Spain,2003,Western Mediterranean Route,drowning or exhaustion related death,drowned,300
Spain,2003,Western Mediterranean Route,drowning or exhaustion related death,starved,2
Spain,2003,Western Mediterranean Route,malicious intent related death / manslaughter,burned or asphyxiated due to arson attack,4
Spain,2003,Western Mediterranean Route,suicide,suicide - hanged,1
Spain,2003,Western Mediterranean Route,unknown - supposedly exhaustion related death,unknown,15
Spain,2003,Western Mediterranean Route,"violent accidental death (transport, blown in minefield, etc)",fall,1
Spain,2004,Western African Route,drowning or exhaustion related death,drowned,11
Spain,2004,Western Mediterranean Route,authorities related death,shot by the police,4
Spain,2004,Western Mediterranean Route,drowning or exhaustion related death,asphyxiated,10
Spain,2004,Western Mediterranean Route,drowning or exhaustion related death,drowned,25
Spain,2004,Western Mediterranean Route,unknown - supposedly exhaustion related death,unknown,33
Spain,2004,Western Mediterranean Route,"violent accidental death (transport, blown in minefield, etc)",car accident,5
Spain,2005,Western African Route,drowning or exhaustion related death,drowned,9
Spain,2005,Western Mediterranean Route,authorities related death,shot by the police,18
Spain,2005,Western Mediterranean Route,drowning or exhaustion related death,drowned,32
Spain,2005,Western Mediterranean Route,drowning or exhaustion related death,hypothermia,3
Spain,2005,Western Mediterranean Route,drowning or exhaustion related death,starved,20
Spain,2005,Western Mediterranean Route,unknown - supposedly exhaustion related death,unknown,22
Spain,2005,Western Mediterranean Route,"violent accidental death (transport, blown in minefield, etc)",crushed,6
Spain,2006,Eastern Mediterranean Route,drowning or exhaustion related death,drowned,2
Spain,2006,Western Mediterranean Route,authorities related death,shot by the police,6
Spain,2006,Western Mediterranean Route,drowning or exhaustion related death,drowned,18
Spain,2006,Western Mediterranean Route,drowning or exhaustion related death,lack of medical care,1
Spain,2006,Western Mediterranean Route,unknown - supposedly exhaustion related death,unknown,42
Spain,2007,Eastern Mediterranean Route,drowning or exhaustion related death,drowned,2
Spain,2007,Western Mediterranean Route,drowning or exhaustion related death,asphyxiated,1
Spain,2007,Western Mediterranean Route,drowning or exhaustion related death,drowned,26
Spain,2007,Western Mediterranean Route,drowning or exhaustion related death,frozen,2
Spain,2007,Western Mediterranean Route,drowning or exhaustion related death,starved,1
Spain,2007,Western Mediterranean Route,malicious intent related death / manslaughter,murdered,1
Spain,2007,Western Mediterranean Route,suicide,suicide - put on fire,1
Spain,2007,Western Mediterranean Route,unknown - supposedly exhaustion related death,unknown,32
Spain,2007,Western Mediterranean Route,"violent accidental death (transport, blown in minefield, etc)",crushed,2
Spain,2008,Western African Route,unknown - supposedly exhaustion related death,unknown,24
Spain,2008,Western Mediterranean Route,authorities related death,shot by the police,1
Spain,2008,Western Mediterranean Route,drowning or exhaustion related death,drowned,72
Spain,2008,Western Mediterranean Route,drowning or exhaustion related death,starved,50
Spain,2008,Western Mediterranean Route,suicide,suicide - hanged,1
Spain,2008,Western Mediterranean Route,unknown - supposedly exhaustion related death,unknown,32
Spain,2008,Western Mediterranean Route,"violent accidental death (transport, blown in minefield, etc)",car accident,1
Spain,2008,Western Mediterranean Route,"violent accidental death (transport, blown in minefield, etc)",run over by a bus,2
Spain,2009,Western Mediterranean Route,drowning or exhaustion related death,drowned,120
Spain,2009,Western Mediterranean Route,other,bled to death due to barbed wire,2
Spain,2009,Western Mediterranean Route,suicide,suicide - hanged,1
Spain,2009,Western Mediterranean Route,suicide,suicide - other,1
Spain,2009,Western Mediterranean Route,unknown - supposedly exhaustion related death,unknown,45
Spain,2010,Western Mediterranean Route,drowning or exhaustion related death,drowned,30
Spain,2010,Western Mediterranean Route,drowning or exhaustion related death,lack of medical care,1
Spain,2010,Western Mediterranean Route,suicide,suicide - hanged,1
Spain,2010,Western Mediterranean Route,unknown - supposedly exhaustion related death,unknown,5
Spain,2010,Western Mediterranean Route,"violent accidental death (transport, blown in minefield, etc)",car accident,2
Spain,2011,Western African Route,drowning or exhaustion related death,drowned,7
Spain,2011,Western Mediterranean Route,drowning or exhaustion related death,drowned,170
Spain,2011,Western Mediterranean Route,drowning or exhaustion related death,frozen,2
Spain,2011,Western Mediterranean Route,drowning or exhaustion related death,lack of medical care,1
Spain,2011,Western Mediterranean Route,unknown - supposedly exhaustion related death,unknown,2
Spain,2011,Western Mediterranean Route,"violent accidental death (transport, blown in minefield, etc)",burned,3
Spain,2011,Western Mediterranean Route,"violent accidental death (transport, blown in minefield, etc)",run over,1
Spain,2012,Western African Route,drowning or exhaustion related death,drowned,1
Spain,2012,Western Mediterranean Route,drowning or exhaustion related death,drowned,25
Spain,2012,Western Mediterranean Route,drowning or exhaustion related death,lack of medical care,1
Spain,2012,Western Mediterranean Route,unknown - supposedly exhaustion related death,unknown,1
Spain,2013,Western African Route,drowning or exhaustion related death,drowned,1
Spain,2013,Western Mediterranean Route,drowning or exhaustion related death,drowned,19
Spain,2013,Western Mediterranean Route,drowning or exhaustion related death,heart failure,1
Spain,2013,Western Mediterranean Route,unknown - supposedly exhaustion related death,unknown,1
Spain,2014,Western Mediterranean Route,authorities related death,police violence,13
Spain,2014,Western Mediterranean Route,drowning or exhaustion related death,drowned,22
Spain,2015,Western Mediterranean Route,authorities related death,fall,1
Spain,2015,Western Mediterranean Route,authorities related death,police violence,2
Spain,2015,Western Mediterranean Route,drowning or exhaustion related death,asphyxiated,1
Spain,2015,Western Mediterranean Route,drowning or exhaustion related death,drowned,1
Spain,2015,Western Mediterranean Route,unknown - supposedly exhaustion related death,unknown,5
Syria,2012,Eastern Mediterranean Route,drowning or exhaustion related death,drowned,7
Tunisia,2002,Central Mediterranean Route,drowning or exhaustion related death,drowned,9
Tunisia,2002,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,10
Tunisia,2003,Central Mediterranean Route,drowning or exhaustion related death,drowned,244
Tunisia,2003,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,4
Tunisia,2003,Central Mediterranean Route,"violent accidental death (transport, blown in minefield, etc)",crushed,1
Tunisia,2004,Central Mediterranean Route,drowning or exhaustion related death,drowned,164
Tunisia,2004,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,76
Tunisia,2005,Central Mediterranean Route,drowning or exhaustion related death,starved,4
Tunisia,2006,Central Mediterranean Route,drowning or exhaustion related death,drowned,17
Tunisia,2006,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,7
Tunisia,2007,Central Mediterranean Route,drowning or exhaustion related death,drowned,31
Tunisia,2007,Central Mediterranean Route,drowning or exhaustion related death,frozen,1
Tunisia,2007,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,55
Tunisia,2008,Central Mediterranean Route,drowning or exhaustion related death,asphyxiated,2
Tunisia,2008,Central Mediterranean Route,drowning or exhaustion related death,drowned,162
Tunisia,2008,Central Mediterranean Route,unknown - supposedly exhaustion related death,unknown,69
Tunisia,2009,Central Mediterranean Route,drowning or exhaustion related death,drowned,38
Tunisia,2011,Central Mediterranean Route,drowning or exhaustion related death,drowned,114
Tunisia,2011,Central Mediterranean Route,malicious intent related death / manslaughter,burned or asphyxiated due to arson attack,4
Tunisia,2012,Central Mediterranean Route,drowning or exhaustion related death,drowned,3
Tunisia,2014,Central Mediterranean Route,drowning or exhaustion related death,drowned,36
Turkey,2000,Eastern Mediterranean Route,drowning or exhaustion related death,drowned,31
Turkey,2001,Eastern Mediterranean Route,drowning or exhaustion related death,drowned,27
Turkey,2001,Eastern Mediterranean Route,drowning or exhaustion related death,hypothermia,1
Turkey,2001,Eastern Mediterranean Route,unknown - supposedly exhaustion related death,unknown,41
Turkey,2001,Eastern Mediterranean Route,"violent accidental death (transport, blown in minefield, etc)",blown in minefield,2
Turkey,2002,Eastern Mediterranean Route,drowning or exhaustion related death,drowned,14
Turkey,2002,Eastern Mediterranean Route,drowning or exhaustion related death,hypothermia,7
Turkey,2002,Eastern Mediterranean Route,unknown - supposedly exhaustion related death,unknown,10
Turkey,2002,Eastern Mediterranean Route,"violent accidental death (transport, blown in minefield, etc)",blown in minefield,1
Turkey,2002,Eastern Mediterranean Route,"violent accidental death (transport, blown in minefield, etc)",car accident,1
Turkey,2003,Eastern Mediterranean Route,drowning or exhaustion related death,drowned,9
Turkey,2004,Eastern Mediterranean Route,drowning or exhaustion related death,drowned,28
Turkey,2005,Eastern Mediterranean Route,drowning or exhaustion related death,drowned,37
Turkey,2005,Eastern Mediterranean Route,unknown - supposedly exhaustion related death,unknown,34
Turkey,2006,Eastern Mediterranean Route,drowning or exhaustion related death,drowned,66
Turkey,2006,Eastern Mediterranean Route,"violent accidental death (transport, blown in minefield, etc)",blown in minefield,1
Turkey,2007,Eastern Mediterranean Route,drowning or exhaustion related death,drowned,123
Turkey,2007,Eastern Mediterranean Route,unknown - supposedly exhaustion related death,unknown,67
Turkey,2008,Eastern Mediterranean Route,drowning or exhaustion related death,asphyxiated,31
Turkey,2008,Eastern Mediterranean Route,drowning or exhaustion related death,drowned,27
